property_type,sector,price,bedRoom,bathroom,balcony,agePossession,super_built_up_area,servant room,furnishing_type,luxury_category,floor_category
flat,sector 66,3.9,3,4,3,Relatively New,2431.0,No,unfurnished,Low,Low Floor
flat,sector 108,1.2,3,3,3+,Relatively New,1757.96,No,unfurnished,Medium,Mid Floor
house,sector 12,1.5,5,5,2,Old Property,1492.0,No,unfurnished,Low,Mid Floor
flat,sector 70,1.1,3,2,2,Relatively New,1429.61,No,unfurnished,Low,Mid Floor
house,sector 21,0.45,3,2,1,Old Property,666.85,No,unfurnished,Low,Low Floor
flat,sector 82,1.38,4,5,3+,Relatively New,2535.01,Yes,unfurnished,Medium,High Floor
flat,sector 72,3.4,3,4,3+,Moderately Old,2184.96,Yes,unfurnished,Low,Mid Floor
flat,sector 90,1.99,4,4,3+,Relatively New,3400.42,Yes,semifurnished,Medium,Mid Floor
flat,sector 23,0.55,2,2,1,Moderately Old,1099.96,No,semifurnished,Low,Low Floor
flat,sector 85,1.25,2,2,3,Relatively New,1740.95,No,unfurnished,Low,Mid Floor
flat,sector 108,0.9,2,3,3,Relatively New,1282.95,Yes,unfurnished,Medium,Mid Floor
flat,sector 59,5.5,3,3,1,Under Construction,3024.98,Yes,unfurnished,Low,High Floor
flat,sector 85,1.73,4,5,3+,Relatively New,2559.98,Yes,unfurnished,Low,Mid Floor
flat,sector 60,3.0,3,3,3,Relatively New,2403.04,Yes,semifurnished,High,Mid Floor
flat,sector 82a,1.25,3,2,3,Relatively New,1870.56,No,semifurnished,Medium,Low Floor
house,sector 49,3.75,6,6,3+,Moderately Old,1621.0,No,semifurnished,Low,Mid Floor
flat,manesar,0.9,3,3,3+,Moderately Old,2587.96,Yes,unfurnished,Low,Mid Floor
flat,sector 86,1.4,4,4,3+,Relatively New,2356.0,Yes,unfurnished,Medium,High Floor
house,sector 110,0.34,1,1,0,Moderately Old,552.0,No,unfurnished,Low,Low Floor
flat,sector 107,1.39,3,4,3+,Relatively New,2360.95,Yes,semifurnished,High,Mid Floor
flat,sector 99a,1.23,3,5,3,Relatively New,1997.03,Yes,unfurnished,Medium,Mid Floor
flat,sector 93,0.36,2,2,2,Relatively New,677.82,No,unfurnished,Low,Mid Floor
house,sector 22,4.7,6,6,3+,Old Property,2368.0,No,semifurnished,Medium,Low Floor
flat,sector 108,2.9,3,4,2,New Property,2002.95,No,unfurnished,Medium,Mid Floor
flat,sector 89,1.28,3,3,2,Under Construction,1808.0,No,unfurnished,Medium,Mid Floor
house,sector 26,7.0,5,5,2,Relatively New,1970.0,Yes,unfurnished,Low,Mid Floor
flat,sector 28,7.0,4,3,2,Moderately Old,3149.95,Yes,unfurnished,Low,Mid Floor
flat,sector 37c,0.95,3,1,0,Relatively New,2011.0,No,unfurnished,Low,Low Floor
house,sector 48,8.4,4,5,3+,Moderately Old,4420.0,Yes,semifurnished,Low,Low Floor
house,sector 26,6.0,8,5,3+,Old Property,1989.0,No,semifurnished,Low,Mid Floor
flat,sector 90,0.7,2,2,3,New Property,1299.96,No,unfurnished,Low,High Floor
house,sector 82,1.6,4,4,3+,Moderately Old,2680.0,Yes,unfurnished,Medium,High Floor
flat,sector 107,0.28,2,2,2,Relatively New,609.57,No,unfurnished,Low,High Floor
house,sector 26,4.45,4,4,3,Old Property,1492.0,No,unfurnished,Low,Mid Floor
flat,sector 95,0.17,1,1,1,Relatively New,4005.2,No,unfurnished,Medium,High Floor
flat,sector 84,1.5,3,3,3,Relatively New,1963.01,Yes,semifurnished,Low,High Floor
flat,sector 61,2.17,3,3,3,Under Construction,1931.47,No,unfurnished,Low,Low Floor
flat,sector 63a,0.42,3,2,2,Under Construction,707.04,No,unfurnished,Low,Low Floor
flat,sector 48,15.0,5,6,3+,Relatively New,8354.24,Yes,furnished,Low,High Floor
flat,sector 9a,1.3,4,4,3+,Old Property,2851.0,No,unfurnished,Low,Mid Floor
house,sector 46,3.55,5,4,3+,Moderately Old,1601.0,Yes,semifurnished,Medium,Mid Floor
flat,sector 112,2.8,2,3,2,Relatively New,2441.04,Yes,unfurnished,Medium,Mid Floor
flat,sector 104,2.65,4,4,3+,Relatively New,3149.95,Yes,unfurnished,High,Mid Floor
flat,sector 10a,0.8,2,3,2,New Property,1558.74,No,unfurnished,Low,Mid Floor
flat,sector 90,1.3,4,5,2,Relatively New,2475.05,Yes,unfurnished,Medium,Mid Floor
flat,sector 85,2.05,4,4,3+,Relatively New,2811.96,Yes,semifurnished,Low,Mid Floor
flat,sohna road,0.25,2,2,1,Relatively New,649.0,No,unfurnished,Low,Low Floor
flat,sector 84,0.27,1,1,1,Relatively New,438.95,No,furnished,Low,High Floor
house,sector 12,2.5,9,5,2,Old Property,1989.0,No,unfurnished,Low,Low Floor
flat,sector 88a,0.45,2,2,1,New Property,779.06,No,unfurnished,Low,Mid Floor
flat,sector 78,1.2,3,3,2,Moderately Old,2249.98,No,furnished,Low,Mid Floor
flat,sector 85,0.88,3,3,1,Relatively New,1484.99,No,unfurnished,Medium,Low Floor
flat,sector 70a,2.75,3,3,3+,Relatively New,2376.0,No,unfurnished,Low,High Floor
flat,sector 76,0.55,2,2,2,Under Construction,923.79,No,unfurnished,Low,Mid Floor
flat,gwal pahari,1.5,4,4,3+,Moderately Old,2000.04,No,unfurnished,Medium,Mid Floor
house,sector 54,3.51,4,4,3,New Property,3143.0,Yes,unfurnished,Medium,Mid Floor
flat,sector 92,1.55,3,4,3,Relatively New,1994.98,Yes,semifurnished,Medium,High Floor
flat,sector 102,1.77,3,3,3,Relatively New,1826.96,No,unfurnished,High,Low Floor
house,sector 10a,4.25,4,3,2,Moderately Old,2447.28,No,unfurnished,Low,Low Floor
flat,sector 67a,0.53,2,2,1,Relatively New,737.16,No,semifurnished,Low,Mid Floor
flat,sector 90,0.9,3,4,3,Relatively New,1949.99,Yes,unfurnished,High,Mid Floor
flat,sohna road,0.26,2,2,2,Relatively New,718.22,No,unfurnished,Low,Mid Floor
flat,sector 90,0.85,3,4,3,Relatively New,1929.97,Yes,unfurnished,Medium,Mid Floor
house,sector 24,3.25,4,4,3,Old Property,1182.0,No,unfurnished,Low,Mid Floor
flat,sector 79,1.69,3,3,2,Relatively New,1983.03,No,unfurnished,Medium,Mid Floor
house,sector 109,7.0,5,5,3+,Relatively New,6882.0,Yes,unfurnished,Medium,Low Floor
flat,sector 82a,1.87,3,3,3,Moderately Old,1798.97,No,unfurnished,Low,High Floor
house,sector 14,6.5,4,4,3+,Moderately Old,3481.0,No,unfurnished,Low,Low Floor
flat,sector 85,2.2,4,6,3,Relatively New,3950.03,Yes,unfurnished,High,Mid Floor
house,sector 49,2.5,3,3,2,Moderately Old,2220.91,No,unfurnished,Medium,Low Floor
house,sector 49,4.5,8,8,3,Moderately Old,3182.0,Yes,furnished,High,Mid Floor
flat,sector 85,2.0,4,5,3+,Relatively New,2811.96,Yes,unfurnished,Medium,Low Floor
flat,sector 56,0.58,1,1,1,Old Property,754.3,No,unfurnished,Medium,Low Floor
flat,sector 90,0.8,2,3,2,Relatively New,1492.0,No,unfurnished,Medium,Low Floor
flat,sector 78,0.88,3,4,3,Moderately Old,1853.97,Yes,unfurnished,Medium,Mid Floor
flat,sector 112,3.29,3,3,3+,Relatively New,2801.95,Yes,semifurnished,High,Low Floor
flat,sector 82,1.0,2,2,2,Relatively New,1435.04,No,semifurnished,Medium,High Floor
flat,sector 67,2.9,3,3,3,Relatively New,2046.97,No,semifurnished,Low,Low Floor
flat,sector 109,1.38,3,3,1,Moderately Old,2714.65,No,unfurnished,Low,Mid Floor
flat,sector 37c,0.9,3,3,3,Moderately Old,1698.0,No,semifurnished,Medium,Mid Floor
flat,sohna road,0.42,2,2,2,New Property,623.01,No,unfurnished,Medium,Low Floor
flat,sector 22,3.5,3,4,3+,New Property,2244.52,Yes,semifurnished,Medium,Mid Floor
flat,sector 81,0.5,2,2,1,New Property,790.31,No,furnished,Medium,High Floor
flat,sector 36,1.0,3,2,3,New Property,1259.27,No,unfurnished,Medium,Low Floor
flat,sector 69,1.85,4,4,2,Relatively New,2010.05,No,semifurnished,High,High Floor
flat,sector 37d,1.72,3,3,3,Relatively New,1811.03,No,semifurnished,Low,Mid Floor
house,sector 12,2.9,7,7,3,Old Property,2984.0,No,unfurnished,Low,Low Floor
flat,sector 71,0.98,3,3,3,Moderately Old,1619.97,No,unfurnished,Medium,Low Floor
flat,sector 102,1.4,3,3,3,Relatively New,1650.0,Yes,unfurnished,Medium,Mid Floor
flat,sector 86,0.8,2,2,0,Relatively New,1503.0,No,unfurnished,Low,Low Floor
flat,sector 84,0.73,2,2,3+,Relatively New,1199.96,No,unfurnished,High,Mid Floor
flat,sector 81,4.45,4,4,3+,Relatively New,4199.97,Yes,semifurnished,Low,Mid Floor
house,sector 25,13.5,5,6,3+,Old Property,3998.0,No,semifurnished,Medium,Mid Floor
flat,sector 36a,0.36,1,1,1,Relatively New,406.01,No,unfurnished,Medium,Mid Floor
flat,sector 11,0.36,2,2,0,Relatively New,772.0,No,unfurnished,Low,High Floor
house,sector 7,0.69,1,1,1,Old Property,735.3,No,unfurnished,Low,Low Floor
flat,sector 95,0.55,3,2,2,New Property,999.97,No,furnished,Low,High Floor
house,sector 109,9.5,5,5,3+,Relatively New,3978.0,Yes,unfurnished,Medium,Low Floor
house,sector 53,4.65,5,5,3+,Moderately Old,2924.0,No,semifurnished,Low,Low Floor
flat,sector 92,1.7,3,4,2,Under Construction,1629.98,No,unfurnished,Medium,Low Floor
flat,sector 92,1.6,3,3,3,Relatively New,2119.95,Yes,semifurnished,Medium,Mid Floor
flat,sector 106,1.4,4,6,3+,Relatively New,2355.03,Yes,unfurnished,High,Mid Floor
flat,sector 69,1.5,3,3,2,Relatively New,1577.99,No,semifurnished,High,Mid Floor
flat,sector 102,2.03,3,3,2,New Property,1691.98,No,unfurnished,Medium,Low Floor
flat,sector 9a,1.25,4,3,3,Old Property,2252.14,Yes,unfurnished,Low,Low Floor
house,sohna road,1.55,2,3,2,New Property,1164.0,No,semifurnished,Low,Low Floor
flat,sector 95,0.72,3,3,2,Relatively New,1964.95,No,unfurnished,Low,Mid Floor
flat,sector 77,1.64,4,3,3,Relatively New,1949.99,Yes,unfurnished,Medium,Mid Floor
flat,sector 12,0.35,3,3,1,Old Property,999.97,No,unfurnished,Low,Low Floor
flat,sector 61,1.6,2,2,2,Relatively New,1720.62,Yes,unfurnished,Medium,High Floor
flat,sector 72,4.0,4,5,2,Moderately Old,2904.96,Yes,unfurnished,Low,Mid Floor
flat,sector 104,1.8,3,4,3,New Property,2855.26,No,unfurnished,Medium,High Floor
flat,sector 77,1.25,3,4,3,Relatively New,1450.0,Yes,unfurnished,Low,Mid Floor
flat,sector 85,2.6,3,3,3,Under Construction,2353.0,Yes,unfurnished,Low,High Floor
flat,sector 108,0.93,2,3,3,Relatively New,1282.95,No,unfurnished,Medium,Mid Floor
house,sector 12,0.42,3,3,0,New Property,636.12,No,unfurnished,Low,Low Floor
flat,sector 70,2.0,4,5,3+,Relatively New,2400.03,Yes,semifurnished,Low,Low Floor
flat,sector 80,1.1,3,3,3,Moderately Old,1928.03,Yes,unfurnished,Medium,Mid Floor
flat,sector 103,1.5,3,3,3+,Under Construction,1729.97,No,unfurnished,Medium,Mid Floor
house,sector 43,5.3,9,9,3+,Moderately Old,2138.0,Yes,semifurnished,Medium,Mid Floor
flat,sector 56,1.55,3,3,3+,Old Property,2000.04,Yes,unfurnished,High,Mid Floor
flat,sector 65,2.33,2,2,3,Under Construction,1260.99,No,semifurnished,Low,High Floor
flat,sector 107,0.5,3,2,2,Relatively New,804.44,No,unfurnished,Low,Mid Floor
house,sector 82,3.2,3,4,3,New Property,2387.0,Yes,unfurnished,Medium,Low Floor
flat,sector 108,1.65,3,4,3,Moderately Old,2002.95,No,semifurnished,Medium,Mid Floor
flat,sector 102,1.41,2,2,3,Relatively New,1367.98,No,unfurnished,Low,Low Floor
house,sector 48,8.25,4,4,3+,Relatively New,2859.14,Yes,semifurnished,High,Mid Floor
flat,sector 2,0.2,1,1,1,Moderately Old,623.7,No,unfurnished,Low,Low Floor
flat,sector 66,2.99,3,3,3,Relatively New,2000.04,Yes,semifurnished,Low,Mid Floor
flat,sector 68,0.92,2,2,3,Under Construction,1244.95,No,unfurnished,Medium,Mid Floor
flat,sector 4,0.32,2,2,1,Relatively New,1184.85,No,semifurnished,Low,Mid Floor
flat,sector 12,1.15,3,4,2,Old Property,2500.02,Yes,semifurnished,Low,Low Floor
flat,sector 88a,1.31,2,2,3+,Relatively New,1616.95,No,unfurnished,Medium,Mid Floor
flat,sector 59,5.0,4,4,3+,Relatively New,4774.31,Yes,semifurnished,High,High Floor
house,sector 8,0.82,4,4,0,Moderately Old,1000.0,No,unfurnished,Low,Low Floor
flat,sector 85,1.65,3,4,3,New Property,2407.99,No,unfurnished,Low,Mid Floor
house,sector 15,1.07,2,2,1,Old Property,994.0,Yes,unfurnished,Low,Low Floor
flat,sector 77,1.9,3,4,3+,New Property,2000.04,Yes,semifurnished,Low,Mid Floor
flat,sector 72,3.5,4,5,3+,Relatively New,2901.0,Yes,unfurnished,Low,High Floor
flat,sector 67,3.32,3,4,3,New Property,2358.05,Yes,semifurnished,High,Mid Floor
flat,sohna road,0.35,2,2,2,New Property,691.13,No,unfurnished,Medium,High Floor
flat,sohna road,0.25,2,2,1,Relatively New,600.52,No,unfurnished,Medium,Low Floor
flat,sector 33,1.7,3,3,3+,New Property,1798.97,No,semifurnished,Low,Mid Floor
flat,sector 49,2.45,3,3,3,Relatively New,2060.96,No,unfurnished,Low,Low Floor
flat,sector 92,0.7,3,3,0,Relatively New,1737.0,No,unfurnished,Low,Mid Floor
flat,sector 30,0.69,2,2,1,Old Property,989.96,No,unfurnished,Medium,Mid Floor
flat,sector 90,1.29,3,3,3+,Relatively New,1818.02,Yes,unfurnished,High,High Floor
flat,sector 109,1.63,3,3,2,Relatively New,2545.02,Yes,unfurnished,High,Mid Floor
house,sector 9,3.5,9,9,3+,Relatively New,2884.0,No,unfurnished,Low,Mid Floor
flat,sector 112,6.5,4,5,3,Relatively New,5304.0,No,unfurnished,Medium,High Floor
flat,sector 70,1.23,2,2,3,Relatively New,1350.01,No,unfurnished,Low,Low Floor
flat,sector 68,1.05,2,2,2,New Property,1229.99,No,semifurnished,Medium,High Floor
flat,sector 70,1.65,3,3,2,Relatively New,2431.71,No,unfurnished,Medium,Mid Floor
flat,sector 95,0.38,2,2,1,New Property,684.68,No,unfurnished,Low,Mid Floor
flat,sector 22,2.4,2,2,2,Relatively New,1380.04,No,furnished,Medium,Mid Floor
flat,sector 69,1.55,3,3,2,Relatively New,1577.99,No,semifurnished,Medium,Low Floor
flat,sector 88b,0.92,2,2,2,Relatively New,1350.01,No,unfurnished,High,Mid Floor
flat,sector 56,2.05,4,4,3+,Old Property,2955.85,No,semifurnished,Medium,Mid Floor
flat,sector 65,4.6,3,3,3,New Property,2141.09,Yes,unfurnished,Medium,Mid Floor
flat,sector 107,1.02,2,2,3,Relatively New,1533.96,No,unfurnished,Medium,Mid Floor
flat,sector 81,2.34,3,4,3+,Relatively New,2091.96,Yes,furnished,High,High Floor
flat,sector 79,0.36,2,2,1,New Property,599.88,No,unfurnished,Medium,Mid Floor
flat,sector 102,1.45,3,3,3,Relatively New,1650.0,Yes,unfurnished,Low,Mid Floor
house,sector 57,9.25,5,5,3+,Relatively New,6665.09,Yes,semifurnished,High,Mid Floor
house,sector 56,2.99,4,4,2,Moderately Old,1601.0,Yes,semifurnished,Low,Low Floor
house,sector 36,0.75,3,1,0,New Property,1195.0,No,unfurnished,Low,Low Floor
flat,manesar,0.9,3,3,3+,Moderately Old,2604.76,Yes,unfurnished,Low,Mid Floor
flat,sector 99a,0.3,2,1,0,New Property,561.15,No,unfurnished,Low,High Floor
flat,sector 104,2.52,4,4,3+,Relatively New,3149.95,Yes,semifurnished,High,High Floor
flat,sector 79,1.85,3,3,3,New Property,2149.98,Yes,unfurnished,Medium,Mid Floor
flat,sector 37d,1.8,4,3,3,Relatively New,2190.99,Yes,unfurnished,Low,High Floor
flat,sohna road,0.52,2,2,2,Relatively New,1024.82,No,unfurnished,High,Mid Floor
house,sector 47,8.81,8,6,3+,Moderately Old,3580.0,Yes,semifurnished,Low,Mid Floor
flat,sector 71,1.1,3,3,3,Relatively New,1619.97,No,unfurnished,Medium,High Floor
flat,sector 67,2.8,3,3,3,Moderately Old,2046.97,Yes,furnished,Low,Mid Floor
flat,sector 102,1.45,3,3,2,Relatively New,1650.0,Yes,unfurnished,High,Mid Floor
flat,sector 107,0.36,2,2,1,Relatively New,547.99,No,unfurnished,Low,Mid Floor
flat,sector 109,1.75,3,3,3,New Property,1749.99,No,unfurnished,Low,Mid Floor
flat,sector 37c,0.95,2,2,3+,Relatively New,1340.0,No,semifurnished,Medium,High Floor
house,sector 25,13.5,9,9,0,Relatively New,7735.0,No,unfurnished,Low,Low Floor
flat,sector 28,2.0,3,3,1,Old Property,1370.03,No,semifurnished,Medium,High Floor
house,sector 82,4.7,3,3,3+,New Property,2387.0,Yes,unfurnished,Low,Mid Floor
flat,sector 79,0.95,2,2,3,Relatively New,1808.0,No,semifurnished,High,Mid Floor
flat,sector 60,2.85,3,4,3+,Relatively New,2045.03,Yes,semifurnished,High,Mid Floor
house,sector 57,3.65,6,6,2,Moderately Old,3812.0,Yes,furnished,High,Mid Floor
flat,sector 33,2.2,3,3,3,New Property,2100.04,Yes,semifurnished,Low,High Floor
flat,sector 109,1.6,4,1,0,New Property,3324.0,No,unfurnished,Low,Low Floor
flat,sector 92,0.5,2,2,2,Relatively New,999.97,No,unfurnished,Medium,Low Floor
house,sector 28,6.0,4,4,3+,Old Property,2984.0,No,semifurnished,Medium,Mid Floor
flat,sector 48,4.3,4,5,3+,New Property,3865.26,Yes,unfurnished,Medium,Mid Floor
house,sector 50,7.0,3,2,0,Moderately Old,2387.0,No,unfurnished,Low,Low Floor
flat,sector 22,1.75,2,2,2,Under Construction,1380.04,No,unfurnished,Medium,High Floor
flat,sector 56,1.5,3,5,3+,Moderately Old,2486.0,No,semifurnished,Medium,Mid Floor
house,sector 25,10.85,6,6,1,Relatively New,3143.0,No,semifurnished,Medium,Mid Floor
house,sector 43,7.0,5,5,3+,Relatively New,2984.0,Yes,semifurnished,Low,Mid Floor
flat,sector 104,2.23,3,4,3+,Relatively New,2449.97,Yes,semifurnished,High,Mid Floor
flat,sector 92,0.85,3,3,0,Relatively New,1571.96,No,unfurnished,Medium,Low Floor
flat,sector 85,0.93,3,3,3,Relatively New,1668.15,No,unfurnished,Low,Mid Floor
house,sector 48,18.5,4,4,1,Moderately Old,7735.0,No,unfurnished,Low,Low Floor
flat,sector 61,2.25,3,3,2,Under Construction,1931.47,No,unfurnished,Low,Mid Floor
flat,sector 67,3.4,3,4,3+,Relatively New,2358.05,Yes,semifurnished,High,High Floor
flat,sector 43,3.25,4,4,3+,Moderately Old,3200.0,No,semifurnished,Medium,High Floor
flat,sector 113,2.35,3,4,3,Relatively New,2217.04,Yes,unfurnished,High,Mid Floor
flat,sector 95,0.3,2,2,1,New Property,874.31,No,unfurnished,Low,High Floor
house,sector 43,15.5,5,6,3,Moderately Old,6066.0,Yes,unfurnished,Medium,Mid Floor
flat,sector 90,1.21,3,3,3+,Relatively New,1746.98,No,unfurnished,Medium,High Floor
flat,sector 54,4.86,3,4,3+,Relatively New,1874.96,Yes,semifurnished,Low,Mid Floor
flat,sector 80,1.6,3,3,3,Moderately Old,2262.03,Yes,unfurnished,Medium,Mid Floor
flat,sector 65,1.95,2,2,3,Under Construction,1260.99,No,unfurnished,Low,High Floor
flat,sector 84,0.85,2,2,3,Relatively New,1270.03,No,semifurnished,Low,Mid Floor
flat,sector 33,1.2,2,2,3+,Under Construction,1246.86,No,unfurnished,Medium,Mid Floor
flat,sohna road,0.65,2,1,2,New Property,1024.82,No,unfurnished,Medium,Mid Floor
flat,sector 92,0.68,3,3,2,Relatively New,1618.42,No,unfurnished,Medium,High Floor
flat,sector 54,1.75,3,4,3+,Moderately Old,2200.03,Yes,semifurnished,Medium,Mid Floor
flat,sector 89,0.88,2,2,3,New Property,1378.0,No,unfurnished,Low,Low Floor
flat,sector 85,2.1,4,4,3,Relatively New,2811.96,Yes,unfurnished,Low,Mid Floor
flat,sector 83,1.73,3,3,3,Relatively New,1900.04,Yes,semifurnished,High,Mid Floor
flat,sector 56,1.54,3,3,2,Old Property,2000.04,Yes,semifurnished,Medium,Mid Floor
flat,sector 76,0.85,4,4,3,Moderately Old,1776.04,No,unfurnished,Low,Mid Floor
house,sector 14,3.4,3,3,3,Old Property,2486.0,No,unfurnished,Low,Low Floor
flat,sector 81,0.31,1,1,1,Relatively New,416.99,No,furnished,Medium,High Floor
flat,sector 6,0.38,2,2,2,Moderately Old,1059.67,No,unfurnished,Low,Low Floor
flat,sector 71,0.95,2,2,2,Moderately Old,1198.02,No,semifurnished,Medium,Mid Floor
flat,sector 33,0.95,2,2,3+,Under Construction,1384.99,No,unfurnished,Low,Mid Floor
flat,sector 43,6.5,4,5,2,Relatively New,2939.94,Yes,unfurnished,Low,Mid Floor
house,sector 1,4.75,6,7,0,Moderately Old,4972.0,No,unfurnished,Low,Mid Floor
house,sector 27,8.0,9,9,3,Relatively New,3361.0,Yes,furnished,Medium,Mid Floor
flat,sector 104,1.85,3,3,3+,Relatively New,2290.02,Yes,unfurnished,High,High Floor
flat,manesar,0.6,3,2,2,Moderately Old,1499.95,No,unfurnished,Medium,Mid Floor
flat,sector 48,9.3,4,4,3+,Moderately Old,3930.98,Yes,semifurnished,Medium,Mid Floor
flat,sector 110,4.1,5,5,2,Relatively New,3879.96,Yes,unfurnished,High,Mid Floor
flat,sector 70,1.75,3,5,0,Relatively New,2155.0,No,unfurnished,Low,Low Floor
house,sector 11,3.5,10,1,0,New Property,2486.0,No,unfurnished,Low,Low Floor
flat,sector 92,0.71,3,3,3,Relatively New,1653.26,No,unfurnished,Medium,Low Floor
flat,sector 89,1.25,3,3,0,New Property,1539.5,No,unfurnished,Medium,Mid Floor
house,sector 24,6.5,4,4,2,Old Property,3143.0,No,unfurnished,Low,Low Floor
flat,sector 82,1.45,4,3,0,Relatively New,1989.0,No,unfurnished,Medium,Low Floor
house,sector 4,3.25,3,3,2,Old Property,2486.0,No,unfurnished,Low,Low Floor
flat,sector 37d,1.1,3,3,2,Under Construction,1614.85,No,unfurnished,Low,Low Floor
house,sector 70a,4.0,4,4,3+,Relatively New,6630.0,Yes,unfurnished,High,Low Floor
flat,sector 102,1.95,3,3,3,Relatively New,1852.04,No,unfurnished,Medium,Mid Floor
flat,sector 107,0.37,2,2,2,New Property,690.37,No,unfurnished,Low,Mid Floor
flat,sector 50,1.88,3,3,3+,Moderately Old,1794.02,No,semifurnished,High,High Floor
flat,sector 104,0.98,3,3,3,Relatively New,1646.98,No,unfurnished,Medium,High Floor
flat,sector 69,1.36,3,3,2,Relatively New,1577.99,No,semifurnished,Low,High Floor
flat,sector 92,0.85,3,3,3,Relatively New,1990.03,No,unfurnished,Medium,Low Floor
flat,manesar,0.85,3,3,2,Moderately Old,2868.22,No,unfurnished,Low,Low Floor
flat,sector 83,1.76,3,3,3,Relatively New,1900.04,Yes,semifurnished,High,Mid Floor
flat,sector 109,2.0,4,4,2,Relatively New,2629.94,Yes,unfurnished,Medium,High Floor
flat,sector 83,1.8,3,4,3,Relatively New,1900.04,Yes,semifurnished,High,Mid Floor
flat,sector 70a,1.2,2,2,3,Moderately Old,1419.97,No,unfurnished,Low,Mid Floor
flat,sector 37d,1.2,3,3,3,Relatively New,1122.23,No,unfurnished,Medium,Mid Floor
house,sector 47,0.99,4,4,3,Relatively New,636.0,No,unfurnished,Low,Mid Floor
flat,sector 92,0.78,2,2,2,New Property,1196.95,No,semifurnished,Low,Low Floor
house,sector 105,1.3,3,3,1,Moderately Old,1243.0,No,unfurnished,Low,Low Floor
flat,sector 109,1.4,3,3,3+,Relatively New,1749.99,No,unfurnished,Medium,Mid Floor
flat,sector 81,2.25,3,4,3+,Relatively New,2091.96,Yes,furnished,High,High Floor
flat,sector 92,0.75,4,4,3+,Relatively New,1916.0,No,unfurnished,Medium,Mid Floor
flat,sector 81,2.29,3,4,3+,Relatively New,2659.97,Yes,furnished,High,Mid Floor
flat,sector 99a,1.32,3,5,3,New Property,1997.03,Yes,unfurnished,Medium,High Floor
flat,sector 68,1.45,3,2,3+,New Property,1508.02,No,unfurnished,Low,Mid Floor
flat,sector 103,0.23,1,1,1,Relatively New,448.93,No,unfurnished,Low,Mid Floor
flat,sector 69,1.68,4,4,2,Relatively New,2010.05,No,unfurnished,Medium,Low Floor
flat,sector 93,0.85,2,2,0,Relatively New,660.0,No,unfurnished,Low,Mid Floor
flat,sector 92,0.7,2,2,3,Under Construction,1344.95,No,unfurnished,Low,Mid Floor
flat,sector 108,1.7,3,4,3+,Relatively New,2002.95,Yes,unfurnished,Medium,High Floor
flat,sector 113,3.72,5,4,3+,New Property,3317.08,No,furnished,Low,Low Floor
flat,manesar,1.5,4,5,3+,New Property,2359.02,Yes,unfurnished,Low,Mid Floor
house,sector 57,4.6,6,6,3,Old Property,2984.0,Yes,furnished,Medium,Mid Floor
flat,sector 92,0.5,2,2,3,Relatively New,1184.9,No,unfurnished,Low,Low Floor
flat,sohna road,0.58,2,2,2,Relatively New,833.99,No,unfurnished,Medium,Mid Floor
flat,sector 71,0.9,1,1,0,New Property,755.0,No,unfurnished,Medium,Mid Floor
flat,sector 11,0.33,2,2,0,Relatively New,841.0,No,unfurnished,Low,High Floor
house,sector 57,6.0,4,5,2,Old Property,2984.0,Yes,semifurnished,Low,Low Floor
flat,gwal pahari,1.38,2,2,2,Under Construction,1249.0,No,unfurnished,Medium,Mid Floor
flat,sector 56,2.1,3,4,3+,Old Property,2400.03,No,semifurnished,High,Mid Floor
house,sector 50,7.42,4,4,3,Old Property,3536.0,No,semifurnished,Medium,Low Floor
house,sector 7,0.95,2,1,1,New Property,497.0,No,unfurnished,Low,Mid Floor
flat,sector 84,1.15,2,2,3,Relatively New,1533.96,No,unfurnished,Low,High Floor
flat,sector 68,1.9,3,3,3+,Under Construction,2567.59,Yes,unfurnished,Low,Low Floor
house,sector 109,6.0,4,5,3+,Relatively New,2685.0,Yes,semifurnished,Medium,Low Floor
house,sector 57,3.15,5,4,3+,Moderately Old,1710.0,No,semifurnished,Medium,Low Floor
flat,sector 82a,0.75,2,2,2,Relatively New,963.98,No,unfurnished,Low,Low Floor
flat,sector 85,2.2,4,5,3+,Relatively New,2811.96,No,unfurnished,Medium,Mid Floor
house,sector 25,13.0,6,8,3+,Relatively New,3143.0,Yes,furnished,Low,Low Floor
house,sector 50,7.0,4,4,2,Old Property,2387.0,Yes,unfurnished,Low,Low Floor
flat,sector 67,2.87,3,3,3+,Relatively New,2411.01,Yes,semifurnished,High,High Floor
flat,sector 70a,1.6,4,4,3,Relatively New,1847.95,No,unfurnished,Low,Low Floor
house,sector 23,2.9,4,4,3,Relatively New,2763.0,Yes,semifurnished,Low,Low Floor
flat,sector 109,2.1,3,4,3+,Relatively New,2584.95,Yes,semifurnished,High,High Floor
flat,sector 65,2.7,3,3,3,Relatively New,2057.26,Yes,semifurnished,Medium,Mid Floor
flat,sector 85,1.06,2,2,2,Relatively New,1670.99,No,unfurnished,Low,High Floor
flat,sector 81,1.15,3,2,3+,Relatively New,1660.01,No,semifurnished,Medium,Mid Floor
flat,sector 92,0.56,3,1,3,Moderately Old,1476.64,No,semifurnished,Medium,Low Floor
flat,sector 67,0.8,1,1,0,Relatively New,674.0,No,unfurnished,Low,Low Floor
flat,sector 70,1.75,3,5,3,New Property,1949.99,Yes,unfurnished,Low,Mid Floor
